word_id,orth,most_active_onset,most_active_onset_value,entropy_sum_onset,most_active_vowel,most_active_vowel_value,entropy_sum_vowel,most_active_coda,most_active_coda_value,entropy_sum_coda
118,YODD,y,0.6542622,22.01155,a,0.9864158,13.796806,d,0.99750936,23.948975
119,YODG,y,0.8840468,22.354256,a,0.99448496,12.740394,g,0.36177438,21.30501
120,YOFF,y,0.96687996,22.618162,^,0.356311,12.3779955,f,0.9854424,23.83863
121,YOGG,y,0.95579726,22.647175,a,0.35547823,12.408883,g,0.9882549,23.63328
122,YOGH,y,0.9277775,22.464453,O,0.94800663,12.181333,t,0.0058312383,23.79958
123,YOGN,y,0.91945994,22.44436,a,0.532983,12.342431,n,0.9921991,23.616497
124,YOKS,y,0.83661425,21.960741,a,0.40554172,11.915808,k,0.9999782,23.24728
125,YOLL,y,0.92785716,22.457447,O,0.90632796,12.597536,l,0.9980307,23.881065
126,YONG,y,0.99086994,22.795643,^,0.70474726,12.1261015,N,0.9933373,23.4352
127,YONN,y,0.98127234,22.727137,a,0.7094455,12.396924,n,0.9744196,23.7156
128,YOPH,y,0.87181264,22.29026,^,0.3836447,11.755948,f,0.8830274,23.117123
129,YOPP,y,0.31905615,22.016556,a,0.9009031,11.815631,p,0.9998336,23.873112
130,YOPS,y,0.7388714,21.953842,a,0.7787482,12.092668,p,0.9946515,21.784996
131,YORR,y,0.94885564,22.603815,O,0.47735777,11.06136,r,0.99988997,23.950377
132,YOSH,y,0.6966845,21.89036,a,0.52609944,12.662114,S,0.9266924,23.36476
133,YOSL,y,0.22294436,22.071932,O,0.98576176,12.781967,l,0.9695143,23.673227
134,YOSS,y,0.99589854,22.864975,O,0.044130836,13.129653,s,0.9989517,23.88696
135,YOTCH,y,0.7404356,22.008577,a,0.9914629,13.510949,C,0.85546607,23.273207
136,YOTH,y,0.99503726,22.732634,O,0.4386637,12.049514,T,0.9734048,23.609138
137,YOTS,y,0.19049773,22.1415,a,0.97003514,13.697915,t,0.99998,22.861284
138,YOTT,y,0.99723166,22.85472,a,0.9354348,12.860203,t,0.99700147,23.925304
139,YOZZ,y,0.69251215,21.95503,a,0.17612498,13.122421,z,0.99882287,23.879711
140,YOU,y,0.9999473,22.839556,U,0.94884276,13.164515,t,0.003681068,23.883196
141,YOE,y,0.96183664,22.65842,O,0.9614596,12.386823,r,0.008762324,23.87007
142,YOES,y,0.93342817,22.537388,O,0.7649398,11.868916,z,0.95788544,23.19336
143,YOED,y,0.26602614,22.039154,O,0.49629787,11.5445,d,0.9955835,23.827244
144,YUH,y,0.9999994,22.768108,^,0.95649487,12.923932,m,0.016807664,23.736935
145,YUR,y,0.9999944,22.779257,u,0.7162977,12.824034,r,0.9993,23.862238
146,YUL,y,0.99999857,22.635,^,0.9749606,12.876411,l,0.94994026,23.602398
147,YUM,y,0.9999943,22.749779,^,0.9789261,12.864572,m,0.9990044,23.881239
148,YUN,y,0.99998426,22.847363,^,0.96787494,12.741571,n,0.82701874,23.129486
149,YUB,y,0.9999633,22.814573,^,0.9554739,12.802315,b,0.79965806,23.141792
150,YUD,y,0.99998903,22.842648,^,0.967367,12.618031,d,0.95796454,23.66983
151,YUG,y,0.9999919,22.85979,^,0.9344862,13.246513,g,0.875518,22.476871
152,YUC,y,0.999997,22.815561,^,0.9865587,12.868953,s,0.40428355,21.965649
153,YUX,y,0.9999403,22.817327,^,0.94092995,12.024068,k,0.97162443,22.393284
154,YUF,y,0.9999914,22.844547,^,0.95340174,13.148011,f,0.97935677,23.765156
155,YUV,y,0.9999782,22.827145,^,0.9838252,13.015062,v,0.74950457,23.01366
156,YUJ,y,0.9999999,22.817413,U,0.9268465,12.896757,m,0.005898823,23.845802
157,YUS,y,0.99999833,22.873465,^,0.96452886,12.649176,s,0.9008026,23.38234
158,YUZ,y,0.99998903,22.846014,U,0.9086785,12.930402,z,0.65127105,22.481716
159,YUP,y,0.9999862,22.906693,^,0.8570379,12.35123,p,0.9836353,23.790104
160,YUT,y,0.9999882,22.8441,^,0.8323569,12.620001,t,0.99859816,23.879751
161,YUK,y,0.99999666,22.841322,^,0.8434835,13.152638,k,0.99512607,22.970737
162,YUQ,y,0.9999,22.733595,^,0.3959056,12.877729,k,0.9998555,22.910784
163,YUBB,y,0.9994773,22.886972,^,0.82722825,12.40397,b,0.9965233,23.877413
164,YUCH,y,0.99995935,22.826012,^,0.99461246,13.634351,C,0.35741156,22.87643
165,YUCK,y,0.99979347,22.896374,^,0.98820996,13.7228155,k,0.9992392,23.681381
166,YUDD,y,0.9996075,22.93081,^,0.94954747,13.543943,d,0.9655817,23.760414
167,YUDG,y,0.9993411,22.906246,^,0.9983943,12.871556,g,0.5285282,21.543262
168,YUFF,y,0.99994135,22.921726,^,0.9976688,13.916588,f,0.9881711,23.867483
169,YUGG,y,0.999966,22.921495,^,0.9253579,12.978941,g,0.985143,23.496147
170,YUGH,y,0.9999529,22.840193,^,0.9953544,13.539407,j,0.07796854,23.271954
171,YUGN,y,0.999724,22.805384,^,0.69831216,12.979717,n,0.8851781,23.106564
172,YUKS,y,0.9987841,22.739717,^,0.96253544,13.312048,k,0.99986124,22.71661
173,YULL,y,0.9998708,22.786337,^,0.64619,11.87537,l,0.9982247,23.84728
174,YUNG,y,0.9998541,22.876526,^,0.99870145,13.896886,N,0.9907795,23.494108
175,YUNN,y,0.9999194,22.931385,^,0.83166265,13.159931,n,0.9428192,23.592194
176,YUPH,y,0.99981195,22.894703,^,0.9974757,13.503254,f,0.9373637,23.491398
177,YUPP,y,0.9947364,22.88908,^,0.9899339,12.510591,p,0.999605,23.904676
178,YUPS,y,0.9973074,22.704294,^,0.9197506,12.023684,p,0.98229444,22.452301
179,YURR,y,0.99985397,22.860313,u,0.9937774,13.842418,r,0.99990463,23.957388
180,YUSH,y,0.99921334,22.790722,^,0.6701742,12.36874,S,0.84744346,23.252342
181,YUSL,y,0.9958962,22.750074,^,0.9991352,12.564803,l,0.97332406,23.33899
182,YUSS,y,0.99998295,22.897335,^,0.86053085,13.262961,s,0.99936634,23.922981
183,YUTCH,y,0.99947315,22.863644,^,0.9615018,12.79347,C,0.7577452,23.005203
184,YUTH,y,0.99999285,22.7319,U,0.8591707,12.327158,T,0.8712752,23.10915
185,YUTS,y,0.93837,22.421352,^,0.48262298,12.589966,t,0.9999869,22.965595
186,YUTT,y,0.99999046,22.838373,^,0.98724663,13.058777,t,0.99587566,23.896984
187,YUZZ,y,0.9990164,22.85615,^,0.9659531,13.413787,z,0.9702349,23.704021
188,YUU,y,0.9999999,22.817413,U,0.9268465,12.896757,m,0.005898823,23.845802
189,YUE,y,0.9999999,22.770658,U,0.9935256,13.600331,t,0.0060740956,23.893497
190,YUES,y,0.9999994,22.80663,U,0.956683,12.805051,s,0.24951875,23.087708
191,YUED,y,0.9999919,22.500515,U,0.7758241,11.980306,d,0.9197176,23.562004
192,YAH,y,0.9992467,22.86674,@,0.9692485,11.887393,m,0.0055113044,23.796402
193,YAR,y,0.9981511,22.842634,a,0.9346747,13.2573,r,0.99870944,23.889744
194,YAL,y,0.9995296,22.774086,@,0.22272567,12.083932,l,0.6240368,22.912502
195,YAM,y,0.9977452,22.813066,@,0.9669949,12.352973,m,0.9984602,23.892262
196,YAN,y,0.99370265,22.77008,@,0.99048036,12.738283,n,0.971512,23.644785
197,YAB,y,0.9899664,22.788342,@,0.96790445,13.263072,b,0.6831248,22.953602
198,YAD,y,0.97714895,22.730024,@,0.99263656,12.600121,d,0.9837149,23.692585
199,YAG,y,0.99815375,22.864758,@,0.95440805,12.937903,g,0.84985286,22.303795
200,YAC,y,0.9948513,22.81868,@,0.98549205,13.3252735,k,0.40838182,22.009274
201,YAX,y,0.93545413,22.464579,@,0.9972198,13.549553,k,0.9824944,22.765827
202,YAF,y,0.9923671,22.828222,@,0.99513656,13.049528,f,0.9934628,23.839836
203,YAV,y,0.9773628,22.591063,@,0.99561477,12.548997,v,0.61349505,22.733494
204,YAJ,y,0.9997949,22.857561,@,0.8427063,11.7758255,t,0.019061847,23.778868
205,YAS,y,0.9975932,22.850763,@,0.9323768,13.265263,s,0.39651835,22.681232
206,YAZ,y,0.9547729,22.592934,@,0.77477634,12.653071,z,0.8032893,22.82296
207,YAP,y,0.9650966,22.65358,@,0.98725665,12.89261,p,0.9922684,23.714817
208,YAT,y,0.9910342,22.828436,@,0.69948286,12.027073,t,0.99940264,23.932144
209,YAK,y,0.9961437,22.826468,@,0.8347058,12.795122,k,0.9987136,23.138443
210,YAQ,y,0.7682771,22.032751,@,0.9477395,12.645456,k,0.99985766,23.269701
211,YABB,y,0.87066025,22.366621,@,0.981628,13.6200695,b,0.9835269,23.808533
212,YACH,y,0.9610145,22.560308,@,0.7690891,11.754704,C,0.23071606,22.9488
213,YACK,y,0.6917605,22.029892,@,0.9980527,13.653644,k,0.9994941,23.767916
214,YADD,y,0.5292641,21.963388,@,0.99846566,13.7453575,d,0.98969346,23.852177
215,YADG,y,0.7623709,22.114609,@,0.999967,12.274934,g,0.31589633,21.793169
216,YAFF,y,0.9488299,22.647264,@,0.9995753,12.933928,f,0.9916232,23.88211
217,YAGG,y,0.9812713,22.792585,@,0.9727508,13.483604,g,0.97892946,23.585453
218,YAGH,y,0.91615117,22.50166,@,0.99732226,11.457036,t,0.016411437,23.603165
219,YAGN,y,0.90739155,22.411146,@,0.9957574,12.312787,n,0.9345345,23.413792
220,YAKS,y,0.71564734,21.90139,@,0.95411634,13.489726,k,0.99997175,22.749828
221,YALL,y,0.98025537,22.710167,@,0.10339233,12.79128,l,0.98601776,23.772041
222,YANG,y,0.9834568,22.787357,@,0.96350104,13.006666,N,0.9459356,22.966
223,YANN,y,0.9714173,22.73571,@,0.98867255,13.355239,n,0.9806364,23.79909
224,YAPH,y,0.89473903,22.423523,@,0.9997961,12.741026,f,0.9805862,23.691292
225,YAPP,y,0.056624066,22.569921,@,0.9999976,13.31563,p,0.9994252,23.85245
226,YAPS,y,0.3157203,21.746494,@,0.99995875,13.801056,p,0.9880558,21.75896
227,YARR,y,0.9770642,22.719172,a,0.990598,13.657292,r,0.9998659,23.936935
228,YASH,y,0.83888966,22.211758,@,0.99756515,13.022229,S,0.81285566,23.163525
229,YASL,y,0.572847,21.834187,^,0.110961996,13.091519,l,0.84977996,23.212418
230,YASS,y,0.9867187,22.810608,@,0.9426542,13.445081,s,0.9896293,23.813469
231,YATCH,y,0.5043129,21.893196,@,0.9773924,12.853348,C,0.5948041,22.895927
232,YATH,y,0.9941895,22.765083,@,0.9657023,13.3077135,T,0.94425356,23.40419
233,YATS,y,0.060157638,22.563215,@,0.9757642,13.4359455,t,0.99998784,22.955488
234,YATT,y,0.9917858,22.823484,a,0.53765947,11.888535,t,0.9987431,23.946405
235,YAZZ,y,0.25931925,22.07654,@,0.9973188,13.852466,z,0.9842302,23.751598
236,YAU,y,0.9998647,22.785671,@,0.027555369,13.439369,z,0.004811513,23.845835
237,YAE,y,0.9997938,22.865295,A,0.7530769,12.452606,t,0.05046534,23.653154
238,YAES,y,0.9978756,22.879435,@,0.23336406,12.269353,s,0.44152373,22.74607
239,YAED,y,0.9599637,22.680405,@,0.6877507,11.65979,d,0.98306054,23.66766
240,YYH,y,0.95051074,22.417942,I,0.016167512,13.843851,m,0.0064805835,23.802317
241,YYR,y,0.91455483,22.278727,u,0.55323,12.919507,r,0.9996056,23.915386
242,YYL,y,0.9401713,22.167503,I,0.0016932847,13.951966,l,0.9612398,23.675962
243,YYM,y,0.94024926,22.17288,u,0.0030348934,13.911651,m,0.99983525,23.95399
244,YYN,y,0.8281479,21.95674,a,0.001546128,13.929519,n,0.9714953,23.719233
245,YYB,y,0.78254396,21.832945,a,0.00944341,13.867363,b,0.74279076,23.046143
246,YYD,y,0.5133296,21.837831,I,0.012609866,13.851069,d,0.99327385,23.862692
247,YYG,y,0.9573963,22.547197,i,0.0065877303,13.88411,g,0.9344509,22.560856
248,YYC,y,0.8742913,22.176508,i,0.011869273,13.8540535,s,0.44362152,21.729622
249,YYX,y,0.5868778,21.645868,i,0.07038499,13.3234825,s,0.99323684,23.457438
250,YYF,y,0.9193358,22.40311,u,0.007025447,13.838369,f,0.99204636,23.836876
251,YYV,y,0.8523328,22.177507,u,0.0659492,13.509216,v,0.93805885,23.565327
252,YYJ,y,0.98958325,22.594471,U,0.0020310963,13.936463,t,0.0067832298,23.860828
253,YYS,y,0.8866537,22.238413,Y,0.0024567961,13.930276,s,0.7270631,22.152245
254,YYZ,y,0.64460295,21.861929,Y,0.00411104,13.8726845,z,0.9958658,23.521942
255,YYP,y,0.74444723,21.929935,i,0.007161582,13.865753,p,0.9939414,23.812828
256,YYT,y,0.7371362,21.958487,a,0.0029768394,13.924904,t,0.9998555,23.956856
257,YYK,y,0.94343555,22.450617,u,0.002487849,13.943099,k,0.999281,23.612663
258,YYQ,y,0.3877351,21.562307,a,0.0040715975,13.915848,k,0.9999627,23.604786
259,YYBB,y,0.681975,21.894737,e,0.0137518365,13.837139,b,0.989735,23.875458
260,YYCH,y,0.6770325,21.790464,i,0.013675308,13.864838,C,0.123048946,23.259165
261,YYCK,y,0.10951604,22.38224,i,0.012729874,13.869879,k,0.9998105,23.887102
262,YYDD,y,0.09026969,22.446747,a,0.0011987009,13.96541,d,0.993067,23.916098
263,YYDG,y,0.41623673,21.944319,i,0.21944922,12.371611,j,0.8307841,22.219872
264,YYFF,y,0.63305324,21.874027,i,0.047256175,13.6743765,f,0.9924865,23.901142
265,YYGG,y,0.40815964,21.925797,i,0.0064344616,13.887326,g,0.9930628,23.609213
266,YYGH,y,0.30130792,21.97364,I,0.57465136,12.959598,j,0.032940295,23.666485
267,YYGN,y,0.32985377,21.904224,I,0.041294806,13.67521,n,0.99089056,23.283749
268,YYKS,y,0.13680303,21.857752,i,0.26122695,13.05819,k,0.9999784,23.125372
269,YYLL,y,0.3518441,21.700417,i,0.028893298,13.741623,l,0.9993187,23.930702
270,YYNG,y,0.6872022,21.943708,i,0.11372437,13.339598,N,0.9705203,22.805567
271,YYNN,y,0.36885738,21.90942,i,0.026522804,13.817023,n,0.99122286,23.888405
272,YYPH,y,0.4015698,21.80423,i,0.35601622,12.987559,f,0.96121943,23.439148
273,YYPP,y,0.047664564,22.576777,i,0.77247065,12.214916,p,0.99988616,23.772278
274,YYPS,y,0.14975351,22.140102,i,0.6424464,12.085171,p,0.99167097,22.508951
275,YYRR,y,0.22328994,22.036278,u,0.997382,13.740703,r,0.9999416,23.970596
276,YYSH,y,0.113032594,22.066784,i,0.10068101,13.096174,S,0.993793,23.824368
277,YYSL,m,0.01038677,22.749893,I,0.868941,13.322861,l,0.9483558,23.630302
278,YYSS,y,0.6861386,21.975243,i,0.008579436,13.87011,s,0.99812096,23.89724
279,YYTCH,y,0.10187667,22.370647,i,0.02304832,13.802139,C,0.69761163,22.970356
280,YYTH,y,0.7876432,21.86996,e,0.012314275,13.800831,T,0.9631352,23.487564
281,YYTS,p,0.022795603,22.613218,i,0.42433977,12.815409,t,0.99999285,23.42543
282,YYTT,y,0.9235409,22.33789,a,0.029263828,13.785989,t,0.99896824,23.95737
283,YYZZ,y,0.04677395,22.444935,i,0.0063562333,13.880927,z,0.9989594,23.834126
284,YYU,y,0.9999633,22.850601,U,0.6884364,12.900614,m,0.011971489,23.856928
285,YYE,y,0.98347616,22.608576,E,0.034669455,13.508578,t,0.0046965955,23.92238
286,YYES,y,0.75378907,21.973082,e,0.25821567,13.017338,z,0.46484274,21.978275
287,YYED,y,0.33202106,21.929314,e,0.9307889,13.559587,d,0.99248695,23.896086
288,YAIH,y,0.9990087,22.891977,A,0.9986418,13.918818,j,0.0016711098,23.914217
289,YAIR,y,0.99769956,22.896448,A,0.996627,13.88786,r,0.99411017,23.885141
290,YAIL,y,0.99892646,22.860727,A,0.9951374,13.938447,l,0.90619284,23.458195
291,YAIM,y,0.9939143,22.856564,A,0.99136376,13.613676,m,0.9879281,23.862055
292,YAIN,y,0.9958677,22.854488,A,0.98353183,13.732102,n,0.9859384,23.830635
293,YAIB,y,0.99292856,22.845882,A,0.9838007,13.819979,b,0.6891491,23.019547
294,YAID,y,0.9707347,22.727331,A,0.9804299,13.695185,d,0.97621685,23.772003
295,YAIG,y,0.9975097,22.887075,A,0.9319221,13.522365,j,0.33149335,22.70057
296,YAIC,y,0.9958984,22.869436,A,0.9682156,13.584126,s,0.15713112,23.000896
297,YAIX,y,0.9901494,22.812891,A,0.50978124,12.434821,s,0.950742,21.66229
298,YAIF,y,0.9937389,22.885605,A,0.99354196,13.535656,f,0.9256689,23.557987
299,YAIV,y,0.98872656,22.793068,A,0.94552106,13.408948,v,0.7559393,23.049671
300,YAIJ,y,0.9994961,22.906069,A,0.99957687,13.935467,t,0.018230746,23.831625
301,YAIS,y,0.99592954,22.888699,A,0.9446034,13.630812,z,0.29856658,22.735306
302,YAIZ,y,0.95651406,22.672531,A,0.8728526,13.366171,z,0.954988,23.520645
303,YAIP,y,0.97460294,22.766071,A,0.9973623,13.818199,p,0.95536184,23.604895
